matchId,gameDuration,visionScore,wardsBought,consumablesPurchased,damageDealtToChampions,totalHealing,timeSpentDead,ccTimeDealt,minionKills,totalGold,championLevel,summonerLevel,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner2Casts,firstBaron,baronKills,firstDragon,dragonKills,firstInhibitor,inhibitorKills,firstTower,towerKills,damageToObjectives,firstBlood,championKills,firstRiftHerald,riftHeraldKills,champion1,champion2,champion3,champion4,champion5,enemyChampion1,enemyChampion2,enemyChampion3,enemyChampion4,enemyChampion5,1ban1,1ban2,1ban3,1ban4,1ban5,2ban1,2ban2,2ban3,2ban4,2ban5,teamId,win
OC1_400813365,1840,109,4,13,61958,18637,1150,1198,508,47553,68,486,444,241,265,47,31,20,False,0,True,3,False,0,False,2,21775,False,19,False,0,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,122,147,238,21,120,11,145,235,238,875,200,False
OC1_400782929,204,0,0,4,2065,1718,0,43,40,5326,13,753,42,24,7,0,2,2,False,0,False,0,False,0,False,0,177,True,1,False,0,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,99,28,11,18,77,25,222,35,420,101,200,True
OC1_400782929,204,3,0,4,2011,612,10,35,29,4052,12,584,26,8,7,0,1,0,False,0,False,0,False,0,False,0,0,False,0,False,0,37225015,37290552,37356089,37421626,37487163,37552700,37618237,37683774,37749311,37814848,99,28,11,18,77,25,222,35,420,101,100,False
OC1_400778518,1331,84,7,15,58580,20863,416,1050,427,44125,64,302,300,156,178,40,19,27,False,0,False,2,False,0,True,6,50334,True,27,True,1,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,157,145,234,80,238,99,55,222,54,777,200,True
OC1_400778518,1331,64,1,15,35261,14220,697,713,352,32254,56,571,220,181,195,31,16,28,False,0,True,1,False,0,False,0,14864,False,14,False,0,37225015,37290552,37356089,37421626,37487163,37552700,37618237,37683774,37749311,37814848,157,145,234,80,238,99,55,222,54,777,100,False
OC1_400765256,1816,118,5,8,107110,29869,534,927,441,59303,78,490,554,144,182,50,33,20,True,1,True,3,True,1,False,7,58413,False,51,False,0,37225015,37290552,37356089,37421626,37487163,37552700,37618237,37683774,37749311,37814848,6,238,104,222,25,11,104,236,53,234,100,True
OC1_400765256,1816,90,7,13,63781,29267,1522,897,537,45867,67,988,353,225,186,56,35,14,False,0,False,1,False,0,True,2,10868,True,17,False,0,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,6,238,104,222,25,11,104,236,53,234,200,False
OC1_402676869,2285,159,9,20,162058,42905,1696,2258,549,74812,82,852,289,451,328,66,19,39,True,1,True,4,True,4,True,10,88525,True,54,True,1,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,141,420,350,119,142,122,238,254,350,111,200,True
OC1_402676869,2285,118,3,8,133772,63364,1792,1730,581,67344,84,597,481,321,336,51,46,25,False,0,False,1,False,0,False,3,18076,False,48,False,0,37225015,37290552,37356089,37421626,37487163,37552700,37618237,37683774,37749311,37814848,141,420,350,119,142,122,238,254,350,111,100,False
OC1_402682539,1322,86,3,9,39869,19913,250,866,391,42414,59,672,305,143,138,24,24,18,False,0,False,2,False,0,True,6,34339,False,26,False,0,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,238,875,25,11,157,238,89,25,80,75,200,True
OC1_402682539,1322,54,6,19,35580,7765,531,1230,307,29591,52,570,151,196,202,60,27,18,False,0,True,1,False,0,False,2,27207,True,10,True,2,37225015,37290552,37356089,37421626,37487163,37552700,37618237,37683774,37749311,37814848,238,875,25,11,157,238,89,25,80,75,100,False
